"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/35401.java","57","1","7","7","2","7","0","0","5"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/40501.java","10","1","14","14","5","25","0","0","15"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/25401.java","2","2","4","4","1","9","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/50501.java","2","1","0","0","1","3","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/301.java","1","2","6","6","1","4","0","1","15"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/22002.java","3","2","5","5","2","10","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/57102.java","15","1","5","5","1","5","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/32901.java","4","1","10","10","1","5","0","0","5"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/47801.java","34","1","105","105","5","44","0","0","17"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/22901.java","2","2","4","4","1","9","0","0","6"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/57801.java","4","1","2","2","1","5","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/32002.java","1","1","2","2","1","3","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/47102.java","1","0","3","3","0","1","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/19702.java","5","0","8","8","1","4","0","0","2"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/24302.java","3","2","5","5","2","10","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/51202.java","4","1","21","21","0","8","0","0","1"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/34302.java","6","1","6","6","1","4","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/41202.java","3","0","4","4","0","4","0","0","1"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/18001.java","4","1","5","5","1","5","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/33701.java","6","1","16","16","2","8","0","0","11"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/46601.java","11","1","43","43","4","13","0","0","21"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/18902.java","2","1","0","0","0","3","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/23701.java","3","2","11","11","2","6","0","1","11"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/56601.java","4","0","0","0","0","4","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/51701.java","18","1","30","30","3","14","1","0","9"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/24601.java","4","2","7","7","1","7","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/41701.java","1","0","5","5","0","2","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/34601.java","6","1","6","6","1","4","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/18502.java","0","0","8","8","1","1","0","1","2"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/46302.java","2","0","0","0","0","2","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/33202.java","6","1","6","6","1","4","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/56302.java","5","1","17","17","0","13","0","0","5"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/23202.java","5","2","7","7","2","11","0","0","8"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/50901.java","4","1","0","0","0","5","0","0","2"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/25801.java","3","2","5","5","2","10","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/40002.java","3","1","1","1","1","6","0","1","4"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/35102.java","3","3","5","5","0","6","0","0","7"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/50002.java","10","1","14","14","4","11","0","0","9"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/25102.java","5","2","10","10","1","8","0","0","11"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/40901.java","3","1","1","1","0","4","1","0","1"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/35801.java","18","1","13","13","3","9","0","0","9"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/57401.java","8","0","12","12","0","8","0","0","9"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/22501.java","2","2","4","4","1","9","0","0","6"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/47401.java","0","6","1","1","0","10","3","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/32501.java","3","1","3","3","1","6","0","0","5"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/19201.java","1","1","7","7","0","2","0","0","5"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/602.java","3","4","7","7","0","10","1","1","15"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/37902.java","1","0","3","3","2","1","0","1","4"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/42802.java","6","0","6","6","0","6","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/27001.java","3","1","3","3","1","12","0","0","12"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/52101.java","6","1","10","10","2","7","0","0","6"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/8601.java","2","1","0","0","0","3","0","0","1"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/79601.java","3","0","0","0","0","3","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/37001.java","1","0","2","2","1","1","0","1","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/42101.java","1","0","4","4","0","2","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/27902.java","4","1","9","9","0","5","0","0","1"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/52802.java","3","0","0","0","0","6","0","0","0"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/69601.java","1","0","3","3","0","1","0","0","4"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/98301.java","0","4","3","3","1","7","0","0","4"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/88301.java","5","5","9","9","2","12","0","0","15"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/30402.java","7","1","2","2","1","9","0","1","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/45502.java","3","1","2","2","1","4","1","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/20402.java","4","2","3","3","0","7","0","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/55502.java","2","0","4","4","1","2","0","0","2"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/89402.java","9","1","6","6","1","10","1","0","3"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/99402.java","3","2","6","6","3","8","0","0","8"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/68102.java","2","2","1","1","0","4","0","0","2"
"/Users/antique/IdeaProjects/code-antlr/storage/codebase/type2/mSRI/9801.java","6","2","8","8","1","7","0","0","10"
